manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
BMW,X5 M,2010-08-31,2010-09-27,2016-12-30,5,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive50i,2010-04-14,2010-10-29,2016-12-30,11,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
메르세데스 벤츠,ML350 BLUETEC 4M,2015-03-20,2016-01-11,2017-01-18,5,탑승자 분류 시스템 오류로 동승자석 탑승자를 인지하지 못하여 충돌 시 에어백이 정상적으로 작동하지 않을 가능성,SUV
메르세데스 벤츠,GLE350 D 4M,2016-01-29,2016-02-29,2017-01-18,3,탑승자 분류 시스템 오류로 동승자석 탑승자를 인지하지 못하여 충돌 시 에어백이 정상적으로 작동하지 않을 가능성,SUV
메르세데스 벤츠,ML250 BLUETEC 4M,2015-03-26,2015-03-26,2017-01-18,1,탑승자 분류 시스템 오류로 동승자석 탑승자를 인지하지 못하여 충돌 시 에어백이 정상적으로 작동하지 않을 가능성,SUV
메르세데스 벤츠,AMG GLE 63 S 4M,2016-02-08,2016-02-08,2017-01-18,1,탑승자 분류 시스템 오류로 동승자석 탑승자를 인지하지 못하여 충돌 시 에어백이 정상적으로 작동하지 않을 가능성,SUV
메르세데스 벤츠,ML350 4M,2015-12-21,2015-12-21,2017-01-18,1,탑승자 분류 시스템 오류로 동승자석 탑승자를 인지하지 못하여 충돌 시 에어백이 정상적으로 작동하지 않을 가능성,SUV
볼보,XC90,2016-08-19,2016-09-06,2017-01-20,15,에어백 인플레이터(오토리브 社)의 제조불량으로 충돌 시 에어백이 작동하지 않을 가능성,SUV
현대자동차,투싼(TL),2015-03-03,2016-07-25,2017-01-20,88514,"뒷바퀴 완충장치* 중 트레일링암의 제작결함으로 주행 중 소음 발생하고 제동 시에 쏠림현상으로 안전운행에 지장을 줄 가능성 * 완충장치: 노면으로부터의 충격이 차량 내의 승객에게 최소한으로 전달되도록 자동차 차체에 장착된 장치(스프링, 쇽업소버, 트레일링암 등으로 구성)",SUV
기아,스포티지(QL),2015-08-01,2016-07-27,2017-01-20,61662,"뒷바퀴 완충장치* 중 트레일링암의 제작결함으로 주행 중 소음 발생하고 제동 시에 쏠림현상으로 안전운행에 지장을 줄 가능성 * 완충장치: 노면으로부터의 충격이 차량 내의 승객에게 최소한으로 전달되도록 자동차 차체에 장착된 장치(스프링, 쇽업소버, 트레일링암 등으로 구성)",SUV
혼다코리아,ODYSSEY,2012-05-29,2015-09-09,2017-02-06,1172,2열 좌석(슬리이드형)을 고정하는 부품의 제작결함으로 주행 중 좌석이 움직여 탑승자에게 상해를 입힐 가능성,MPV/미니밴
메르세데스 벤츠,ML350 BT 4M,2014-10-06,2014-10-06,2017-02-17,1,차축과 바닥프레임을 연결하는 볼트(액슬 서브프레임 볼트)의 조립불량으로 체결이 풀릴 경우 운전자 의도대로 조향되지 않아 안전운행에 지장을 줄 가능성,SUV
BMW,X5 4.4i,2001-04-23,2002-12-20,2017-02-17,4,"운전자석 에어백 인플레이터*가 수리 시 결함이 있는 부품(일본 다카타社 부품)으로 교체되었을 가능성 ** 기존차량에는 독일 Petri社의 에어백 인플레이터가 장착되어있으나, Petri社의 에어백 인플레이터가 일본 다카타社의 인플레이터와 호환이 가능하여 수리 시 결함이 있는 다카다社의 인플레이터로 교체되었을 가능성이 있음",SUV
BMW,X5 3.0i,2002-10-15,2003-01-30,2017-02-17,6,"운전자석 에어백 인플레이터*가 수리 시 결함이 있는 부품(일본 다카타社 부품)으로 교체되었을 가능성 ** 기존차량에는 독일 Petri社의 에어백 인플레이터가 장착되어있으나, Petri社의 에어백 인플레이터가 일본 다카타社의 인플레이터와 호환이 가능하여 수리 시 결함이 있는 다카다社의 인플레이터로 교체되었을 가능성이 있음",SUV
메르세데스 벤츠,ML350 CDI 4MATIC,2008-12-10,2008-12-10,2017-02-24,1,(건조제 없는 인플레이터)충돌로 인한 운전석 에어백(일본 타카타社 부품) 전개시 인플레이터*의 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성 * 인플레이터(Inflator): 에어백 내부에 장착되어 자동차 충돌시 에어백을 팽창시키기 위해서 가스를 발생시키는 장치,SUV
메르세데스 벤츠,ML350 4MATIC,2008-07-18,2009-04-22,2017-02-24,13,(건조제 없는 인플레이터)충돌로 인한 운전석 에어백(일본 타카타社 부품) 전개시 인플레이터*의 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성 * 인플레이터(Inflator): 에어백 내부에 장착되어 자동차 충돌시 에어백을 팽창시키기 위해서 가스를 발생시키는 장치,SUV
메르세데스 벤츠,ML280 CDI 4MATIC,2008-08-01,2009-03-18,2017-02-24,94,(건조제 없는 인플레이터)충돌로 인한 운전석 에어백(일본 타카타社 부품) 전개시 인플레이터*의 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성 * 인플레이터(Inflator): 에어백 내부에 장착되어 자동차 충돌시 에어백을 팽창시키기 위해서 가스를 발생시키는 장치,SUV
메르세데스 벤츠,ML350 BLUETEC 4M,2016-01-06,2016-01-06,2017-03-10,3,"전방 완충장치*의 어퍼암(상단부 지지대)을 고정하는 너트의 조립 불량으로 바퀴가 정상적으로 고정되지 않아 주행중 조향제어가 안 될 가능성 * 완충장치: 노면으로부터의 충격이 차량 내의 승객에게 최소한으로 전달되도록 자동차 차체에 장착된 장치(스프링, 쇽업소버, 어퍼암 등으로 구성)",SUV
메르세데스 벤츠,GLE250d 4M,2016-07-25,2016-08-12,2017-03-10,10,중앙서랍(센터콘솔) 고정부분 고무범퍼의 제작결함으로 사고 시 중앙서랍이 열릴 경우 서랍 내 물건이 밖으로 떨어져 탑승자에게 상해를 입힐 가능성,SUV
메르세데스 벤츠,GLS350d 4M,2016-08-08,2016-08-12,2017-03-10,5,중앙서랍(센터콘솔) 고정부분 고무범퍼의 제작결함으로 사고 시 중앙서랍이 열릴 경우 서랍 내 물건이 밖으로 떨어져 탑승자에게 상해를 입힐 가능성,SUV
메르세데스 벤츠,GLE350d 4M,2016-07-21,2016-08-16,2017-03-10,150,중앙서랍(센터콘솔) 고정부분 고무범퍼의 제작결함으로 사고 시 중앙서랍이 열릴 경우 서랍 내 물건이 밖으로 떨어져 탑승자에게 상해를 입힐 가능성,SUV
기아,니로(DE),2016-12-23,2017-01-28,2017-03-24,61,전동식 스티어링(조향장치) 모터 커넥터 제조불량으로 스티어링 휠이 무거워질 가능성,SUV
BMW,X5 xDrive35d,2011-04-15,2011-07-29,2017-04-07,2,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive40d,2011-03-31,2013-04-17,2017-04-07,294,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive35i,2010-12-03,2013-03-27,2017-04-07,212,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 M,2011-01-04,2012-06-08,2017-04-07,12,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive50i,2010-12-08,2012-12-15,2017-04-07,27,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive30d,2010-12-07,2013-04-17,2017-04-07,1078,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 가속이 제대로 안되어 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
볼보,XC90,2016-11-21,2017-03-01,2017-04-07,250,커튼에어백 고정용 볼트 재질불량으로 볼트가 부러질 경우 사고시 커튼에어백이 정상위치에서 전개되지 않을 가능성,SUV
메르세데스 벤츠,GLK 220 CDI 4M,2009-11-18,2009-11-18,2017-04-21,1,컨트롤 유닛 소프트웨어 업데이트를 진행하였던 차량에 오류가 있는 소프트웨어가 입력되어 에어백 등이 비정상적으로 작동 될 수 있는 가능성,SUV
메르세데스 벤츠,ML 250 BLUETEC 4M,2015-10-29,2015-10-29,2017-04-21,1,컨트롤 유닛 소프트웨어 업데이트를 진행하였던 차량에 오류가 있는 소프트웨어가 입력되어 에어백 등이 비정상적으로 작동 될 수 있는 가능성,SUV
현대자동차,그랜드 스타렉스(TQ) 왜건,2015-02-12,2016-03-30,2017-05-19,15333,연료공급호스 연결장치의 제작결함으로 연료누유로 인한 시동꺼짐 등이 발생할 가능성,MPV/미니밴
기아,스포티지(SL),2011-03-01,2013-08-31,2017-05-22,5401,"크랭크 샤프트에 오일 공급홀을 만드는 과정에서 기계 불량으로 금속 이물질이 발생하였고, 이러한 ‘금속 이물질로 인해 크랭크샤프트와 베어링의 마찰이 원활하지 못하게 되는 소착현상*이 발생해 주행 중 시동꺼짐으로 이어질 수 있음",SUV
재규어랜드로버,Range Rover,2006-05-25,2011-07-07,2017-06-01,748,(건조제 없는 인플레이터)충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견,SUV
재규어랜드로버,Range Rover,2011-03-16,2012-07-25,2017-06-01,346,(건조제 없는 인플레이터)충돌로 인한 동승자석 에어백(일본 다카타社 부품)전개 시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 동승자 등에게 상해를 입힐 가능성,SUV
토요타,토요타 시에나(2.7L),2011-02-07,2011-12-22,2017-06-01,95,(건조제 없는 인플레이터)충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견,MPV/미니밴
토요타,토요타 시에나(3.5L),2011-09-07,2011-12-22,2017-06-01,213,(건조제 없는 인플레이터)충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견,MPV/미니밴
BMW,X5 xDrive50i,2010-03-22,2010-03-25,2017-06-02,7,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
BMW,X5 xDrive30d,2010-03-22,2010-03-26,2017-06-02,26,전방 프로펠러 샤프트*의 제작결함으로 일부 부품(유니버설 조인트)이 부식되어 파손될 경우 동력 전달이 원활하지 않아 안전 운행에 지장을 줄 가능성 * 프로펠러 샤프트 : 변속기로부터 구동축에 동력을 전달하는 축,SUV
메르세데스 벤츠,GLA 200d 4MATIC,2016-10-06,2016-10-07,2017-06-09,2,에어백(오토리브 社 생산)이 내부결함으로 인해 사고 발생 시 전개되지 않을 가능성,SUV
메르세데스 벤츠,GLA 200d,2016-10-06,2016-10-06,2017-06-09,1,에어백(오토리브 社 생산)이 내부결함으로 인해 사고 발생 시 전개되지 않을 가능성,SUV
기아,모하비,2012-08-27,2014-12-02,2017-06-12,19801,허브너트*의 결함으로 타이어가 이탈될 가능성 * 허브너트 : 자동차 차축과 타이어를 연결해 주는 부품,SUV
현대자동차,싼타페(CM),2011-09-01,2011-10-31,2017-06-16,4748,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성,SUV
기아,구형 스포티지(SL),2011-09-01,2011-10-31,2017-06-16,5476,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성,SUV
기아,구형 카니발(VQ),2011-09-01,2011-10-31,2017-06-16,3165,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성,MPV/미니밴
기아,구형 쏘렌토(XM),2011-09-01,2011-10-31,2017-06-16,4869,R엔진의 연료호스 결함으로 연료가 누유될 경우 화재발생 가능성,SUV
현대자동차,싼타페(DM),2012-01-04,2016-07-01,2017-06-23,359653,후드 2차 잠금장치 제작결함으로 주행 중 후드가 열려 안전운행에 영향을 줄 가능성,SUV
메르세데스 벤츠,GLA 45 AMG 4MATIC,2016-09-21,2016-09-21,2017-06-30,1,동승자석 에어백 (오토리브 社)이 사고시 작동하지 않아 운전자를 제대로 보호하지 못할 가능성,SUV
메르세데스 벤츠,AMG GLA 45 4MATIC,2016-09-20,2016-09-20,2017-06-30,1,동승자석 에어백 (오토리브 社)이 사고시 작동하지 않아 운전자를 제대로 보호하지 못할 가능성,SUV
메르세데스 벤츠,GLA 200d,2016-08-16,2016-09-20,2017-06-30,13,동승자석 에어백 (오토리브 社)이 사고시 작동하지 않아 운전자를 제대로 보호하지 못할 가능성,SUV
메르세데스 벤츠,GLA 200d 4MATIC,2016-09-19,2016-09-20,2017-06-30,3,동승자석 에어백 (오토리브 社)이 사고시 작동하지 않아 운전자를 제대로 보호하지 못할 가능성,SUV
메르세데스 벤츠,GLA 200 CDI 4MATIC,2016-08-19,2016-08-19,2017-06-30,1,동승자석 에어백 (오토리브 社)이 사고시 작동하지 않아 운전자를 제대로 보호하지 못할 가능성,SUV
볼보,XC90,2016-09-23,2016-11-08,2017-07-14,79,3열 조수석 안전벨트 텐셔너 내 MGG(극소 가스 발생제) 고정 튜브 제조 불량 가능성,SUV
볼보,XC90,2016-02-19,2017-01-26,2017-07-14,37,조수석 선바이저에 에어백 경고 라벨 부착 누락 (유럽안전기준 UNECE R94 6.2.3항 위반),SUV
재규어랜드로버,F-PACE,2017-02-20,2017-03-22,2017-07-14,150,연료리턴호스의 제조 공정에서 규격에 맞지 않게 제작되어 연료리턴호스 균열 및 연료 누유 가능성,SUV
메르세데스 벤츠,ML350 4MATIC,2015-12-21,2015-12-21,2017-08-31,1,전자식 조향장치 커넥터 제조 불량으로 컨트롤 유닛으로 물 유입 가능성,SUV
메르세데스 벤츠,GLS350 d 4MATIC,2016-02-11,2016-04-07,2017-08-31,3,전자식 조향장치 커넥터 제조 불량으로 컨트롤 유닛으로 물 유입 가능성,SUV
메르세데스 벤츠,GLE63 4MATIC,2015-09-07,2016-05-18,2017-08-31,111,전자식 조향장치 커넥터 제조 불량으로 컨트롤 유닛으로 물 유입 가능성,SUV
